*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.0.8 (Grounded)
*Date=19:41:40
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
302;;;59.817;-17.323;0;Bottom;Copper Fill304
303;;DIP (Dual Inline) [THT];80.1847;-54.6263;180;Bottom;IC1
304;;;17.5006;-18.6692;0;Bottom;Copper Fill314
305;;;2.0193;-65.329;0;Bottom;Copper Fill342
306;;;87.4141;-63.0938;0;Bottom;Copper Fill509
307;;;22.0345;-93.5484;0;Bottom;Copper Fill491
308;;;2.8448;-26.4035;0;Bottom;Copper Fill69
309;;;52.0446;-18.7835;0;Bottom;Copper Fill84
310;;TO220 [THT];24.6222;-83.7547;180;Bottom;Q1
311;;;48.3616;-35.3824;0;Bottom;Copper Fill40
312;;;81.1371;-38.4338;0;Bottom;Via119
313;;;14.3002;-66.7768;0;Bottom;Copper Fill10
314;;;82.0166;-13.3352;0;Bottom;Copper Fill324
315;;;97.3772;-7.83258;-90;Bottom;TXT4
316;;;37.6158;-84.8869;-90;Bottom;TXT11
317;;;8.7249;-38.786;0;Bottom;Copper Fill452
318;;;72.0344;-92.4435;0;Bottom;Copper Fill561
319;;;59.2328;-78.5116;0;Bottom;Copper Fill241
320;;THT;33.8297;-21.2888;90;Bottom;J142
321;;;84.2645;-93.7008;0;Bottom;Copper Fill547
322;;;97.155;-91.8339;0;Bottom;Copper Fill194
323;;TO220 [THT];6.8422;-83.7547;180;Bottom;Q4
324;;THT;51.6097;-92.0913;90;Bottom;J194
325;;;80.5688;-66.0783;0;Bottom;Copper Fill370
326;;;37.6284;-84.8972;-90;Bottom;TXT11
327;;;23.1902;-12.7891;0;Bottom;Copper Fill485
328;;;92.3036;-10.592;0;Bottom;Copper Fill325
329;;;55.3593;-11.8112;0;Bottom;Copper Fill535
330;;;91.2241;-92.1768;0;Bottom;Copper Fill208
331;;;21.4249;-59.614;0;Bottom;Copper Fill89
332;;;23.5712;-19.0756;0;Bottom;Copper Fill54
333;;TO220 [THT];50.5937;-68.2788;90;Bottom;Q6
334;;;59.2296;-18.7489;0;Bottom;Via126
335;1k;0805 [SMD];45.2597;-71.8438;90;Top;R50
336;;TO220 [THT];6.8422;-91.0572;180;Bottom;Q2
337;;;20.9042;-59.1187;0;Bottom;Copper Fill356
338;;;88.9889;-59.0552;0;Bottom;Copper Fill445
339;;;21.1296;-74.6288;0;Bottom;Via130
340;;;87.4141;-90.7036;0;Bottom;Copper Fill351
341;;;32.3342;-16.5991;0;Bottom;Copper Fill401
342;;;23.3045;-64.8464;0;Bottom;Copper Fill506
343;;;2.5146;-64.8083;0;Bottom;Copper Fill81
344;;;62.0014;-55.0166;0;Bottom;Copper Fill262
345;;;58.674;-18.7835;0;Bottom;Copper Fill146
346;;;5.6896;-42.3039;0;Bottom;Copper Fill77
347;470;0805 [SMD];66.7771;-31.6713;180;Top;R8
348;;;3.302;-85.3315;0;Bottom;Copper Fill179
349;;THT;59.2297;-81.9313;90;Bottom;J114
350;;;3.3496;-22.8763;0;Bottom;Via123
351;;;20.574;-74.6635;0;Bottom;Copper Fill412
352;;;60.452;-14.3639;0;Bottom;Copper Fill435
353;;;70.0246;-45.4188;0;Bottom;Via102
354;;;97.7138;-43.2056;0;Bottom;Copper Fill279
355;;;94.5388;-82.9439;0;Bottom;Copper Fill374
356;;;48.0822;-75.235;0;Bottom;Copper Fill243
357;;;48.0568;-65.7735;0;Bottom;Copper Fill189
358;;;25.8953;-76.6828;0;Bottom;Copper Fill521
359;;;4.2545;-93.5484;0;Bottom;Copper Fill172
360;;;28.0797;-65.456;0;Bottom;Copper Fill457
361;;;32.8549;-17.0944;0;Bottom;Copper Fill138
362;;;37.6158;-89.9093;-90;Bottom;TXT11
363;470;0805 [SMD];47.7997;-23.9013;-90;Top;R2
364;;0805 [SMD];62.7947;-43.5138;0;Top;LED3
365;;;67.5386;-42.4944;0;Bottom;Copper Fill34
366;;TO220 [THT];33.4487;-68.2788;90;Bottom;Q5
367;2.2;0805 [SMD];67.5572;-43.5138;0;Top;R68
368;;;49.9872;-50.0128;0;Bottom;Copper Fill316
369;;;50.3396;-9.85888;0;Bottom;Via82
370;;;65.5193;-19.99;0;Bottom;Copper Fill532
371;;;57.8104;-30.404;0;Bottom;Copper Fill300
372;;;38.6334;-88.6335;0;Bottom;Copper Fill513
373;;THT;56.6897;-81.9313;90;Bottom;J205
374;;;54.3941;-52.9338;0;Bottom;Copper Fill97
375;;;50.6476;-23.2666;0;Bottom;Copper Fill44
376;0.1µF;0805 [SMD, multilayer];55.4197;-13.2787;-90;Top;C3
377;;;89.662;-43.8787;0;Bottom;Copper Fill448
378;0.22µF;0805 [SMD, multilayer];60.4997;-23.9013;-90;Top;C6
379;;;87.4871;-91.1389;0;Bottom;Via23
380;1k;0805 [SMD];31.6072;-91.7012;-90;Top;R12
381;;;2.0796;-64.7863;0;Bottom;Via16
382;;THT;78.9147;-8.90629;-90;Bottom;JP4
383;;;76.5302;-76.1748;0;Bottom;Copper Fill245
384;;;94.7928;-66.0656;0;Bottom;Copper Fill257
385;;;71.2946;-47.0063;0;Bottom;Via101
386;;;87.9094;-91.1735;0;Bottom;Copper Fill353
387;;;70.5993;-28.8038;0;Bottom;Copper Fill379
388;;;77.47;-39.9544;0;Bottom;Copper Fill286
389;0.1µF;0805 [SMD, multilayer];58.9847;-14.3037;180;Top;C5
390;;;21.082;-92.5959;0;Bottom;Copper Fill176
391;;;0.794703;-63.7516;-90;Bottom;MPX4250AP1
392;;;84.5693;-23.4444;0;Bottom;Copper Fill501
393;;;91.2241;-90.8306;0;Bottom;Copper Fill209
394;;;72.8345;-91.6688;0;Bottom;Copper Fill560
395;;;2.0193;-81.204;0;Bottom;Copper Fill122
396;;;95.1071;-82.8839;0;Bottom;Via58
397;;;87.9094;-91.1735;0;Bottom;Copper Fill88
398;470;0805 [SMD];57.9597;-23.9013;-90;Top;R6
399;100k;0805 [SMD];16.6847;-91.7012;-90;Top;R13
400;;;2.3971;-26.3688;0;Bottom;Via137
401;;;54.4671;-58.4363;0;Bottom;Via129
402;;;7.0993;-7.2138;0;Bottom;Copper Fill335
403;;;89.5096;-50.8891;0;Bottom;Copper Fill450
404;;;1.524;-80.7087;0;Bottom;Copper Fill386
405;;;61.1886;-43.5739;0;Bottom;Copper Fill475
406;;;94.869;-28.6387;0;Bottom;Copper Fill416
407;;;12.1666;-53.4291;0;Bottom;Copper Fill471
408;;;54.3941;-58.0138;0;Bottom;Copper Fill101
409;;THT;96.5677;-90.1582;0;Bottom;J3
410;;;94.7928;-60.9856;0;Bottom;Copper Fill260
411;;;4.2545;-91.6688;0;Bottom;Copper Fill173
412;;;94.5388;-82.9439;0;Bottom;Copper Fill110
413;;;97.7138;-48.2856;0;Bottom;Copper Fill27
414;;;68.4371;-36.5288;0;Bottom;Via90
415;;;86.614;-15.7736;0;Bottom;Copper Fill320
416;;;59.1693;-19.2788;0;Bottom;Copper Fill406
417;;;14.7193;-27.5338;0;Bottom;Copper Fill542
418;;;50.3174;-93.269;0;Bottom;Copper Fill221
419;;;87.4141;-61.519;0;Bottom;Copper Fill192
420;;;91.8972;-91.4783;0;Bottom;Copper Fill552
421;;;59.6646;-18.7835;0;Bottom;Copper Fill147
422;10pF;0805 [SMD, multilayer];8.74716;-40.2663;90;Top;C18
423;;DIP (Dual Inline) [THT];80.1847;-40.0213;180;Bottom;IC2
424;;;21.4249;-59.614;0;Bottom;Copper Fill354
425;;;21.1074;-19.0502;0;Bottom;Copper Fill315
426;;;12.1666;-50.8891;0;Bottom;Copper Fill540
427;;;47.625;-41.3387;0;Bottom;Copper Fill516
428;;;5.2197;-41.8086;0;Bottom;Copper Fill75
429;;;21.1074;-44.4502;0;Bottom;Copper Fill32
430;;;11.5824;-13.5638;0;Bottom;Copper Fill322
431;1k;0805 [SMD];13.8272;-91.7012;-90;Top;R15
432;;;32.8549;-17.0944;0;Bottom;Copper Fill399
433;;;33.8328;-23.5714;0;Bottom;Copper Fill308
434;;;77.4446;-54.5848;0;Bottom;Copper Fill266
435;;;72.9488;-64.5035;0;Bottom;Copper Fill166
436;1k;0805 [SMD];53.8322;-71.8438;90;Top;R58
437;;;84.1502;-76.1748;0;Bottom;Copper Fill248
438;;;83.6676;-8.6108;0;Bottom;Copper Fill64
