*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.4.5 (gnd)
*Date=18:40:24
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
301;;;87.5284;-89.2431;0;Bottom;Copper Fill587
302;;;97.6177;-17.7281;-90;Bottom;TXT4
303;;;51.2572;-32.6138;0;Bottom;Copper Fill310
304;;;52.7685;-42.4436;0;Bottom;Copper Fill521
305;;300 mil [THT];82.0378;-87.9412;90;Bottom;D16
306;;;9.4234;-90.8179;0;Bottom;Copper Fill374
307;;;60.0837;-69.393;0;Bottom;Copper Fill104
308;470;0805 [SMD];62.6702;-24.0258;-90;Top;R64
309;;;23.4188;-42.5579;0;Bottom;Copper Fill116
310;100k;0805 [SMD];33.4602;-66.1083;-90;Top;R55
311;;TO220 [THT];38.7943;-67.7408;90;Bottom;Q7
312;100k;0805 [SMD];44.2552;-81.4932;-90;Top;R9
313;;;46.1772;-75.4382;0;Bottom;Copper Fill258
314;;;70.7136;-36.5127;0;Bottom;Copper Fill446
315;;;7.8232;-26.3527;0;Bottom;Copper Fill174
316;;;14.4018;-49.073;0;Bottom;Copper Fill290
317;;;87.1474;-23.0126;0;Bottom;Copper Fill330
318;;;96.7232;-34.8998;0;Bottom;Copper Fill50
319;;;94.4118;-67.9198;0;Bottom;Copper Fill14
320;;;81.9785;-90.856;0;Bottom;Copper Fill239
321;;;8.3185;-26.848;0;Bottom;Copper Fill451
322;;;14.4018;-54.3562;0;Bottom;Copper Fill26
323;;;61.087;-78.0036;0;Bottom;Copper Fill250
324;;;86.7537;-90.0432;0;Bottom;Copper Fill584
325;;;71.0438;-84.4679;0;Bottom;Copper Fill163
326;;;51.9684;-85.0775;0;Bottom;Copper Fill128
327;10k;0805 [SMD];29.3327;-12.9132;-90;Top;R63
328;;;8.3185;-25.8828;0;Bottom;Copper Fill452
329;;;71.2089;-52.248;0;Bottom;Copper Fill385
330;;;22.6652;-85.0584;0;Bottom;Via58
331;;;76.5937;-33.7314;0;Bottom;Copper Fill558
332;;;87.6681;-67.1832;0;Bottom;Copper Fill524
333;;;74.0537;-86.6904;0;Bottom;Copper Fill216
334;;;66.4337;-91.2878;0;Bottom;Copper Fill157
335;;;9.2837;-54.788;0;Bottom;Copper Fill219
336;;;87.6681;-35.1284;0;Bottom;Copper Fill414
337;;;87.6681;-48.7428;0;Bottom;Copper Fill131
338;470;0805 [SMD];44.8902;-24.0258;-90;Top;R2
339;;;6.2738;-33.0583;0;Bottom;Copper Fill431
340;5V;TO220 [THT];74.1003;-89.1223;0;Bottom;U1
341;;;9.4742;-13.4876;0;Bottom;Copper Fill345
342;;;7.8994;-19.6344;0;Bottom;Copper Fill336
343;;;22.9489;-42.088;0;Bottom;Copper Fill114
344;;TO220 [THT];34.7303;-89.2493;180;Bottom;Q3
345;;;55.3085;-80.188;0;Bottom;Copper Fill123
346;;THT;58.2253;-60.2933;90;Bottom;J148
347;;;94.4118;-75.2604;0;Bottom;Copper Fill261
348;;;97.6428;-7.1496;-90;Bottom;TXT4
349;;;60.1302;-69.8183;0;Bottom;Via119
350;;;14.4018;-40.5386;0;Bottom;Copper Fill303
351;;;55.0037;-16.5102;0;Bottom;Copper Fill459
352;;;20.4978;-26.0098;0;Bottom;Copper Fill62
353;;;73.3044;-17.0055;0;Bottom;Copper Fill553
354;;;61.1124;-89.3955;0;Bottom;Copper Fill563
355;;;84.2137;-21.0822;0;Bottom;Copper Fill191
356;;;14.4018;-49.073;0;Bottom;Copper Fill30
357;;;62.6237;-16.5102;0;Bottom;Copper Fill497
358;;;21.5138;-22.2379;0;Bottom;Copper Fill427
359;;;80.4502;-19.3359;0;Bottom;Via149
360;;;15.0452;-7.90591;0;Bottom;Via151
361;;;52.4637;-85.5982;0;Bottom;Copper Fill126
362;;;48.9966;-75.2858;0;Bottom;Copper Fill248
363;;;49.9237;-90.856;0;Bottom;Copper Fill222
364;;;71.2089;-36.0428;0;Bottom;Copper Fill165
365;;;17.3736;-74.0031;0;Bottom;Copper Fill362
366;;;41.9989;-22.53;0;Bottom;Copper Fill534
367;;;38.9636;-23.5079;0;Bottom;Copper Fill399
368;;THT;32.1903;-31.7183;90;Bottom;J142
369;;;67.9196;-29.9214;0;Bottom;Copper Fill55
370;100k;0805 [SMD];87.0452;-37.4333;0;Top;R38
371;1k;0805 [SMD];78.1552;-11.0808;180;Top;R39
372;;;94.4118;-60.2998;0;Bottom;Copper Fill22
373;;;36.3982;-35.0776;0;Bottom;Copper Fill305
374;;;24.3713;-32.3344;0;Bottom;Copper Fill457
375;;;94.4118;-50.1398;0;Bottom;Copper Fill29
376;;;49.4284;-44.3232;0;Bottom;Copper Fill262
377;;;88.6714;-14.5036;0;Bottom;Copper Fill344
378;;;23.114;-85.0775;0;Bottom;Copper Fill92
379;;;94.6785;-28.7784;0;Bottom;Copper Fill140
380;;;58.2252;-19.0184;0;Bottom;Via75
381;;;90.6102;-31.0833;0;Bottom;Via117
382;;;9.2837;-54.788;0;Bottom;Copper Fill566
383;;;84.2518;-75.7684;0;Bottom;Copper Fill7
384;;;42.4942;-27.6862;0;Bottom;Copper Fill57
385;;;61.4172;-75.4382;0;Bottom;Copper Fill4
386;;;64.5033;-42.4436;0;Bottom;Copper Fill530
387;;;72.4789;-67.1832;0;Bottom;Copper Fill204
388;;;88.0237;-45.644;0;Bottom;Copper Fill475
389;;;37.2237;-64.313;0;Bottom;Copper Fill192
390;;;11.303;-49.073;0;Bottom;Copper Fill291
391;;;85.9536;-89.2431;0;Bottom;Copper Fill232
392;;;71.2089;-36.0428;0;Bottom;Copper Fill445
393;;;85.9409;-52.8322;0;Bottom;Copper Fill477
394;;;5.7785;-32.563;0;Bottom;Copper Fill429
395;;;14.3764;-61.0618;0;Bottom;Copper Fill272
396;;;21.0185;-22.7332;0;Bottom;Copper Fill424
397;;;94.4118;-72.9998;0;Bottom;Copper Fill263
398;;;20.2692;-21.895;0;Bottom;Copper Fill66
399;;;78.8627;-38.7033;0;Bottom;Via16
400;;;60.0837;-70.3836;0;Bottom;Copper Fill380
401;;;78.8289;-70.9932;0;Bottom;Copper Fill117
402;;;23.114;-85.0775;0;Bottom;Copper Fill367
403;;;80.2894;-33.2107;0;Bottom;Copper Fill555
404;;;40.2336;-31.7883;0;Bottom;Copper Fill228
405;;;95.6437;-32.817;0;Bottom;Copper Fill178
406;;;14.5034;-7.9631;0;Bottom;Copper Fill412
407;;;87.6681;-35.1284;0;Bottom;Copper Fill135
